id,time,type,building,address,area,price,floor,county
501,2023/08/22,廠辦,,新北市樹林區佳園路三段,370坪,259000,1 / ,樹林區
502,2023/08/22,雅房,無電梯公寓,新北市板橋區大觀路二段,15坪,5000,5 / 4,板橋區
503,2023/08/22,車位,,新北市淡水區北新路,4.12坪,2500,,淡水區
504,2023/08/21,廠辦,,新北市土城區城林路,90坪,73000,1 / ,土城區
505,2023/08/21,廠辦,,新北市土城區城林路,90坪,73000,1 / ,土城區
506,2023/08/21,分租套房,無電梯公寓,新北市新店區中興路三段,4坪,6500,2 / 4,新店區
507,2023/08/21,辦公,無電梯公寓,新北市三重區成功路,26.32坪,35000,1 / 4,三重區
508,2023/08/20,整層住家,電梯大樓,新北市新莊區中華路三段,10.8坪,28000,14 / 15,新莊區
509,2023/08/20,住店,無電梯公寓,新北市鶯歌區鳳吉二街,23.54坪,20000,1 / 4,鶯歌區
510,2023/08/19,整層住家,電梯大樓,新北市永和區環河西路二段,49.51坪,36000,4 / 22,永和區
511,2023/08/18,辦公,透天厝,新北市中和區中板路,63坪,32000,3 / 4,中和區
512,2023/08/18,廠辦,,新北市土城區承天路,95坪,85000,1 / ,土城區
513,2023/08/18,分租套房,無電梯公寓,新北市蘆洲區長安街,10坪,13500,5 / 5,蘆洲區
514,2023/08/18,廠辦,,新北市五股區御史路,110坪,77000,1 / ,五股區
515,2023/08/18,廠辦,,新北市五股區御史路,120坪,84000,1 / ,五股區
516,2023/08/17,辦公,電梯大樓,新北市中和區中正路,71.67坪,71670,8 / 18,中和區
517,2023/08/17,廠辦,,新北市中和區中正路,76.39坪,76390,17 / ,中和區
518,2023/08/17,廠辦,,新北市三重區中興北街,80坪,65000,1 / ,三重區
519,2023/08/17,辦公,電梯大樓,新北市中和區中正路,47.5坪,53000,6 / 21,中和區
520,2023/08/17,廠辦,,新北市三重區光復路一段,150坪,110000,1 / ,三重區
521,2023/08/17,分租套房,無電梯公寓,新北市貢寮區新港街,6坪,5000,3 / 3,貢寮區
522,2023/08/17,整層住家,電梯大樓,新北市新莊區榮華路二段,29.73坪,32500,7 / 21,新莊區
523,2023/08/16,廠辦,,新北市板橋區干城路,55坪,65000,1 / ,板橋區
524,2023/08/16,整層住家,電梯大樓,新北市新莊區新北大道二段,44.76坪,43000,9 / 15,新莊區
525,2023/08/15,店面,電梯大樓,新北市林口區文化二路一段,15坪,16000,1 / 13,林口區
526,2023/08/14,整層住家,電梯大樓,新北市三峽區學成路,47.35坪,22000,12 / 15,三峽區
527,2023/08/14,廠辦,,新北市五股區中直路,120坪,86000,1 / ,五股區
528,2023/08/14,整層住家,電梯大樓,新北市新莊區福美街,43.88坪,35000,5 / 13,新莊區
529,2023/08/14,獨立套房,無電梯公寓,新北市三重區仁賢街,7坪,8500,3 / 5,三重區
530,2023/08/13,其他,電梯大樓,新北市淡水區民權路,16.67坪,19200,14 / 24,淡水區
531,2023/08/13,分租套房,透天厝,新北市中和區忠孝街,5坪,5500,4 / 4,中和區
532,2023/08/12,分租套房,無電梯公寓,新北市永和區得和路,7坪,8200,4 / 5,永和區
533,2023/08/12,獨立套房,電梯大樓,新北市三重區溪尾街,12坪,13500,1 / 15,三重區
534,2023/08/12,店面,電梯大樓,新北市三峽區文化路,35坪,32000,-1 / 13,三峽區
535,2023/08/12,分租套房,無電梯公寓,新北市三峽區復興路,11坪,12000,4 / 5,三峽區
536,2023/08/11,分租套房,無電梯公寓,新北市三峽區復興路,7坪,9500,2 / 5,三峽區
537,2023/08/11,分租套房,無電梯公寓,新北市中和區水源路,5坪,6500,4 / 6,中和區
538,2023/08/11,分租套房,無電梯公寓,新北市新店區五峰路,5坪,8500,1 / 5,新店區
539,2023/08/11,廠辦,,新北市中和區建八路,140坪,69000,1 / ,中和區
540,2023/08/10,廠辦,,新北市樹林區三俊街,125坪,95000,1 / ,樹林區
541,2023/08/09,廠房,,新北市中和區立德街,65坪,85000,1 / 4,中和區
542,2023/08/09,廠房,,新北市中和區立德街,50坪,40000,2 / 3,中和區
543,2023/08/09,廠房,,新北市中和區立德街,115坪,120000,1 / 4,中和區
544,2023/08/09,廠房,,新北市中和區立德街,115坪,120000,1 / 4,中和區
545,2023/08/09,廠房,,新北市中和區立德街,115坪,120000,1 / 4,中和區
546,2023/08/09,整層住家,電梯大樓,新北市三峽區大德路,40.94坪,32000,9 / 15,三峽區
547,2023/08/09,分租套房,無電梯公寓,新北市樹林區龍興街,8坪,70000,4 / 4,樹林區
548,2023/08/09,分租套房,無電梯公寓,新北市樹林區龍興街,8坪,70000,4 / 4,樹林區
549,2023/08/09,整層住家,電梯大樓,新北市新莊區中央路,66.53坪,46000,5 / 19,新莊區
550,2023/08/08,廠辦,,新北市中和區中正路,109.36坪,85850,7 / ,中和區
551,2023/08/08,整層住家,電梯大樓,新北市新莊區龍安路,23.36坪,25000,9 / 15,新莊區
552,2023/08/08,整層住家,電梯大樓,新北市三峽區永安街,28.99坪,24000,2 / 6,三峽區
553,2023/08/07,整層住家,電梯大樓,新北市林口區文化三路一段,17.9坪,38000,6 / 24,林口區
554,2023/08/07,辦公,電梯大樓,新北市新店區民權路,9坪,12800,10 / 11,新店區
555,2023/08/07,辦公,電梯大樓,新北市新店區民權路,8坪,15000,10 / 11,新店區
556,2023/08/07,辦公,電梯大樓,新北市新店區民權路,9坪,12800,10 / 11,新店區
557,2023/08/07,辦公,電梯大樓,新北市新店區民權路,8坪,15000,10 / 11,新店區
558,2023/08/07,辦公,電梯大樓,新北市新店區民權路,9坪,12800,10 / 11,新店區
559,2023/08/07,辦公,電梯大樓,新北市新店區民權路,8坪,15000,10 / 11,新店區
560,2023/08/07,辦公,電梯大樓,新北市新店區民權路,8坪,15000,10 / 11,新店區
561,2023/08/07,辦公,電梯大樓,新北市新店區民權路,9坪,12800,10 / 11,新店區
562,2023/08/07,辦公,電梯大樓,新北市新店區民權路,9坪,12800,10 / 11,新店區
563,2023/08/07,辦公,電梯大樓,新北市新店區民權路,9坪,12800,10 / 11,新店區
564,2023/08/07,辦公,電梯大樓,新北市新店區民權路,8坪,15000,10 / 10,新店區
565,2023/08/07,辦公,電梯大樓,新北市新店區民權路,8坪,15000,10 / 10,新店區
566,2023/08/07,辦公,電梯大樓,新北市新店區民權路,9坪,12800,10 / 11,新店區
567,2023/08/07,辦公,電梯大樓,新北市新店區民權路,8坪,15000,10 / 11,新店區
568,2023/08/07,獨立套房,電梯大樓,新北市深坑區北深路三段,8.18坪,12500,5 / 16,深坑區
569,2023/08/07,整層住家,電梯大樓,新北市新莊區福壽街,57.01坪,43000,18 / 19,新莊區
570,2023/08/05,辦公,電梯大樓,新北市新莊區頭前路,83.82坪,63000,2 / 10,新莊區
571,2023/08/04,獨立套房,無電梯公寓,新北市土城區青雲路,6坪,8800,3 / 6,土城區
572,2023/08/04,整層住家,電梯大樓,新北市淡水區自強路,22.21坪,24000,4 / 5,淡水區
573,2023/08/02,廠辦,,新北市泰山區文化街,180坪,85000,1 / ,泰山區
574,2023/08/02,廠辦,,新北市土城區亞洲路,120坪,56000,1 / ,土城區
575,2023/08/02,整層住家,無電梯公寓,新北市新莊區新興街,22坪,19000,2 / 3,新莊區
576,2023/08/02,分租套房,無電梯公寓,新北市淡水區中正路一段,8坪,12000,4 / 4,淡水區
577,2023/08/01,整層住家,無電梯公寓,新北市中和區景新街,35坪,30000,4 / 5,中和區
578,2023/08/01,廠辦,,新北市五股區新五路二段,155坪,80000,1 / ,五股區
579,2023/08/01,整層住家,電梯大樓,新北市板橋區金門街,30坪,33000,12 / 13,板橋區
580,2023/08/01,獨立套房,無電梯公寓,新北市中和區宜安路,7坪,11500,5 / 5,中和區
581,2023/08/01,整層住家,電梯大樓,新北市淡水區新市五路三段,37.64坪,19000,15 / 26,淡水區
582,2023/08/01,整層住家,電梯大樓,新北市淡水區新市五路三段,37.64坪,19000,15 / 26,淡水區
583,2023/08/01,整層住家,無電梯公寓,新北市三峽區大勇路,8坪,13000,2 / 5,三峽區
584,2023/08/01,整層住家,電梯大樓,新北市新莊區思源路,72.33坪,51000,10 / 12,新莊區
585,2023/07/31,獨立套房,電梯大樓,新北市樹林區忠孝街,10坪,9500,5 / 12,樹林區
586,2023/07/31,整層住家,電梯大樓,新北市板橋區實踐路,23.79坪,35000,9 / 11,板橋區
587,2023/07/31,整層住家,電梯大樓,新北市三重區五華街,32.6坪,37000,6 / 7,三重區
588,2023/07/31,整層住家,電梯大樓,新北市三重區集賢路,16.83坪,35000,7 / 12,三重區
589,2023/07/31,整層住家,無電梯公寓,新北市新莊區福海街,29.29坪,30000,2 / 4,新莊區
590,2023/07/30,整層住家,無電梯公寓,新北市樹林區復興路,34坪,16000,3 / 5,樹林區
591,2023/07/30,整層住家,電梯大樓,新北市淡水區新市三路一段,29.78坪,26000,6 / 23,淡水區
592,2023/07/29,住辦,無電梯公寓,新北市中和區秀朗路三段,20坪,20000,1 / 4,中和區
593,2023/07/28,雅房,無電梯公寓,新北市中和區連城路,5坪,5800,2 / 4,中和區
594,2023/07/28,整層住家,無電梯公寓,新北市三重區中正南路,10坪,11000,2 / 5,三重區
595,2023/07/28,整層住家,電梯大樓,新北市板橋區松柏街,36坪,32000,4 / 7,板橋區
596,2023/07/28,整層住家,電梯大樓,新北市新莊區榮華路一段,63.59坪,45000,2 / 21,新莊區
597,2023/07/27,獨立套房,電梯大樓,新北市汐止區新台五路二段,7坪,10000,32 / 36,汐止區
598,2023/07/27,獨立套房,電梯大樓,新北市汐止區新台五路二段,11坪,11000,18 / 36,汐止區
599,2023/07/27,整層住家,電梯大樓,新北市汐止區新台五路二段,20坪,17000,30 / 36,汐止區
600,2023/07/27,整層住家,電梯大樓,新北市汐止區忠孝東路,16坪,24000,9 / 21,汐止區
601,2023/07/27,整層住家,電梯大樓,新北市汐止區忠孝東路,29坪,29000,6 / 11,汐止區
602,2023/07/27,整層住家,電梯大樓,新北市板橋區華江六路,18坪,37000,22 / 22,板橋區
603,2023/07/27,辦公,電梯大樓,新北市汐止區大同路一段,22坪,18900,3 / 12,汐止區
604,2023/07/27,辦公,電梯大樓,新北市汐止區大同路一段,22坪,18900,3 / 12,汐止區
605,2023/07/26,住辦,無電梯公寓,新北市三重區電信街,15坪,23000,1 / 4,三重區
606,2023/07/26,分租套房,透天厝,新北市中和區忠孝街,5坪,5500,4 / 4,中和區
607,2023/07/26,整層住家,電梯大樓,新北市八里區中華路二段,25坪,19500,3 / 16,八里區
608,2023/07/26,整層住家,電梯大樓,新北市八里區中華路二段,25坪,19500,3 / 16,八里區
609,2023/07/26,整層住家,電梯大樓,新北市八里區中華路二段,25坪,19500,3 / 16,八里區
610,2023/07/26,整層住家,電梯大樓,新北市八里區中華路二段,25坪,19500,3 / 16,八里區
611,2023/07/26,整層住家,電梯大樓,新北市八里區中華路二段,25坪,19500,3 / 16,八里區
612,2023/07/26,整層住家,電梯大樓,新北市八里區中華路二段,25坪,19500,3 / 16,八里區
613,2023/07/25,廠辦,,新北市泰山區楓江路,670坪,360000,1 / ,泰山區
614,2023/07/25,辦公,電梯大樓,新北市汐止區大同路一段,27坪,24500,4 / 12,汐止區
615,2023/07/25,辦公,電梯大樓,新北市汐止區大同路一段,27坪,24500,4 / 12,汐止區
616,2023/07/25,廠辦,,新北市板橋區板林路,60坪,65000,1 / ,板橋區
617,2023/07/25,店面,電梯大樓,新北市淡水區英專路,225坪,250000,1 / 7,淡水區
618,2023/07/24,分租套房,電梯大樓,新北市土城區中央路一段,3.5坪,7300,4 / 7,土城區
619,2023/07/24,分租套房,無電梯公寓,新北市貢寮區新港街,6坪,5000,3 / 3,貢寮區
620,2023/07/24,辦公,電梯大樓,新北市新店區民權路,8坪,12800,10 / 11,新店區
621,2023/07/24,辦公,電梯大樓,新北市新店區民權路,8坪,12800,10 / 11,新店區
622,2023/07/24,辦公,電梯大樓,新北市新店區民權路,8坪,12800,10 / 11,新店區
623,2023/07/24,辦公,電梯大樓,新北市新店區民權路,8坪,12800,10 / 11,新店區
624,2023/07/24,辦公,電梯大樓,新北市新店區民權路,8坪,12800,10 / 11,新店區
625,2023/07/24,廠辦,,新北市三重區重新路五段,96.73坪,75000,5 / ,三重區
626,2023/07/24,辦公,電梯大樓,新北市新店區民權路,8坪,12800,10 / 11,新店區
627,2023/07/23,廠房,,新北市樹林區八德街,150坪,105000,1 / 1,樹林區
628,2023/07/23,整層住家,電梯大樓,新北市樹林區學成路,41.4坪,32000,5 / 19,樹林區
629,2023/07/22,整層住家,電梯大樓,新北市板橋區國慶路,32坪,27000,4 / 7,板橋區
630,2023/07/21,廠辦,,新北市中和區立德街,90坪,85000,1 / ,中和區
631,2023/07/21,獨立套房,無電梯公寓,新北市中和區捷運路,5坪,7700,2 / 4,中和區
632,2023/07/21,獨立套房,無電梯公寓,新北市中和區捷運路,5坪,7700,2 / 4,中和區
633,2023/07/21,廠辦,,新北市樹林區忠愛街,300坪,138000,4 / ,樹林區
634,2023/07/21,獨立套房,電梯大樓,新北市新莊區中正路,23.84坪,23000,12 / 14,新莊區
635,2023/07/21,獨立套房,電梯大樓,新北市新莊區中正路,23.84坪,23000,12 / 14,新莊區
636,2023/07/21,獨立套房,電梯大樓,新北市永和區中山路一段,5坪,14000,7 / 13,永和區
637,2023/07/21,獨立套房,電梯大樓,新北市三重區正義北路,5.6坪,18000,2 / 13,三重區
638,2023/07/20,獨立套房,無電梯公寓,新北市汐止區樟樹一路,5坪,7500,4 / 5,汐止區
639,2023/07/20,獨立套房,無電梯公寓,新北市三重區民生東街,11坪,11000,4 / 5,三重區
640,2023/07/19,住辦,透天厝,新北市土城區大安路,90坪,39000,2 / 2,土城區
641,2023/07/18,獨立套房,電梯大樓,新北市泰山區明志路三段,4.5坪,5300,6 / 9,泰山區
642,2023/07/18,整層住家,電梯大樓,新北市土城區樂利街,27.8坪,25000,3 / 8,土城區
643,2023/07/18,整層住家,電梯大樓,新北市板橋區莊敬路,30.82坪,48000,5 / 15,板橋區
644,2023/07/18,整層住家,電梯大樓,新北市板橋區華江一路,29.34坪,45000,19 / 19,板橋區
645,2023/07/18,整層住家,電梯大樓,新北市板橋區華江一路,53.29坪,55000,20 / 23,板橋區
646,2023/07/18,廠辦,,新北市中和區中山路二段,130坪,138000,1 / ,中和區
647,2023/07/18,整層住家,電梯大樓,新北市新莊區中央路,66.53坪,46000,5 / 19,新莊區
648,2023/07/17,整層住家,電梯大樓,新北市三峽區弘園街,20.92坪,20000,5 / 7,三峽區
649,2023/07/17,整層住家,電梯大樓,新北市淡水區興福寮,17坪,13000,8 / 14,淡水區
650,2023/07/15,整層住家,電梯大樓,新北市五股區新五路三段,18坪,25000,6 / 19,五股區
651,2023/07/15,廠辦,,新北市五股區凌雲路二段,150坪,90000,1 / ,五股區
652,2023/07/15,辦公,無電梯公寓,新北市新莊區五工二路,85坪,55000,-1 / 5,新莊區
653,2023/07/15,整層住家,無電梯公寓,新北市三重區永安北路一段,27坪,22000,5 / 5,三重區
654,2023/07/15,整層住家,無電梯公寓,新北市新莊區豐年街,27坪,20000,4 / 5,新莊區
655,2023/07/15,獨立套房,電梯大樓,新北市蘆洲區光明路,7坪,8500,5 / 5,蘆洲區
656,2023/07/15,整層住家,無電梯公寓,新北市板橋區大華街,22坪,18000,5 / 6,板橋區
657,2023/07/15,整層住家,電梯大樓,新北市五股區水碓一路,42.72坪,28000,3 / 7,五股區
658,2023/07/14,獨立套房,電梯大樓,新北市樹林區忠孝街,9.8坪,9000,5 / 9,樹林區
659,2023/07/14,倉庫,無電梯公寓,新北市新莊區龍安路,10坪,9000,1 / 1,新莊區
660,2023/07/14,辦公,電梯大樓,新北市新店區民權路,25坪,38000,11 / 11,新店區
661,2023/07/14,獨立套房,電梯大樓,新北市淡水區新春街,12.96坪,12000,9 / 17,淡水區
662,2023/07/14,辦公,電梯大樓,新北市新店區民權路,25坪,38000,10 / 11,新店區
663,2023/07/14,辦公,電梯大樓,新北市新店區民權路,25坪,38000,10 / 11,新店區
664,2023/07/14,辦公,電梯大樓,新北市新店區民權路,25坪,38000,11 / 11,新店區
665,2023/07/14,辦公,電梯大樓,新北市新店區民權路,25坪,38000,11 / 11,新店區
666,2023/07/14,辦公,電梯大樓,新北市新店區民權路,25坪,38000,11 / 11,新店區
667,2023/07/14,辦公,電梯大樓,新北市新店區民權路,25坪,38000,11 / 11,新店區
668,2023/07/14,分租套房,無電梯公寓,新北市永和區竹林路,6坪,7500,4 / 5,永和區
669,2023/07/14,辦公,電梯大樓,新北市新店區民權路,25坪,38000,10 / 11,新店區
670,2023/07/13,整層住家,無電梯公寓,新北市中和區華新街,30坪,27000,2 / 4,中和區
671,2023/07/13,整層住家,電梯大樓,新北市八里區頂寮二街,23坪,18000,9 / 9,八里區
672,2023/07/13,整層住家,電梯大樓,新北市三峽區民族街,17.21坪,16500,2 / 6,三峽區
673,2023/07/13,整層住家,電梯大樓,新北市三峽區民族街,17.21坪,16500,2 / 6,三峽區
674,2023/07/13,整層住家,無電梯公寓,新北市新莊區福海街,29.29坪,32000,2 / 4,新莊區
675,2023/07/13,整層住家,電梯大樓,新北市新莊區中正路,23.84坪,23000,12 / 18,新莊區
676,2023/07/13,整層住家,電梯大樓,新北市新莊區中正路,23.84坪,23000,12 / 18,新莊區
677,2023/07/13,整層住家,電梯大樓,新北市三重區重新路三段,24.01坪,30000,11 / 24,三重區
678,2023/07/12,廠房,,新北市泰山區楓江路,670坪,360000,1 / 2,泰山區
679,2023/07/12,整層住家,電梯大樓,新北市鶯歌區國中街,29坪,20000,5 / 9,鶯歌區
680,2023/07/11,辦公,電梯大樓,新北市中和區景平路,702.75坪,365852,4 / 19,中和區
681,2023/07/10,車位,,新北市土城區中央路二段,4坪,4000,,土城區
682,2023/07/10,店面,透天厝,新北市板橋區中山路一段,80坪,248000,1 / 2,板橋區
683,2023/07/10,分租套房,透天厝,新北市新莊區建福路,5坪,14000,1 / 3,新莊區
684,2023/07/10,整層住家,無電梯公寓,新北市板橋區中正路,15坪,15500,4 / 4,板橋區
685,2023/07/10,整層住家,無電梯公寓,新北市板橋區中正路,15坪,15500,4 / 4,板橋區
686,2023/07/09,分租套房,透天厝,新北市汐止區汐萬路二段,4坪,6700,3 / 3,汐止區
687,2023/07/09,整層住家,透天厝,新北市汐止區汐萬路二段,17坪,16680,2 / 3,汐止區
688,2023/07/09,整層住家,電梯大樓,新北市汐止區福德二路,34.83坪,23000,3 / 12,汐止區
689,2023/07/09,店面,電梯大樓,新北市三峽區文化路,21.95坪,21000,1 / 13,三峽區
690,2023/07/09,店面,電梯大樓,新北市三峽區文化路,21.95坪,21000,1 / 13,三峽區
691,2023/07/09,店面,電梯大樓,新北市三峽區文化路,21.95坪,21000,1 / 13,三峽區
692,2023/07/09,分租套房,無電梯公寓,新北市中和區華新街,6坪,6500,3 / 3,中和區
693,2023/07/08,店面,無電梯公寓,新北市板橋區光武街,30.45坪,42000,1 / 4,板橋區
694,2023/07/07,分租套房,透天厝,新北市新莊區建福路,5坪,12000,2 / 3,新莊區
695,2023/07/06,整層住家,電梯大樓,新北市三峽區和平街,35坪,32000,2 / 2,三峽區
696,2023/07/06,車位,,新北市板橋區民生路一段,3坪,3800,,板橋區
697,2023/07/06,車位,,新北市板橋區民生路一段,3坪,3800,,板橋區
698,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
699,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
700,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
701,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
702,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
703,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
704,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
705,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
706,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
707,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
708,2023/07/06,整層住家,電梯大樓,新北市樹林區學府路,24.96坪,30000,13 / 15,樹林區
709,2023/07/05,分租套房,無電梯公寓,新北市永和區竹林路,6坪,8000,4 / 5,永和區
710,2023/07/05,整層住家,電梯大樓,新北市五股區水碓一路,38.25坪,28000,7 / 7,五股區
711,2023/07/05,住辦,透天厝,新北市新莊區新莊路,36坪,27000,1 / 3,新莊區
712,2023/07/05,住辦,透天厝,新北市新莊區新莊路,36坪,27000,1 / 3,新莊區
713,2023/07/05,住辦,透天厝,新北市新莊區新莊路,36坪,27000,1 / 3,新莊區
714,2023/07/05,獨立套房,無電梯公寓,新北市三重區明德街,6坪,7500,2 / 4,三重區
715,2023/07/04,整層住家,無電梯公寓,新北市板橋區板新路,30.9坪,36800,5 / 5,板橋區
716,2023/07/04,整層住家,電梯大樓,新北市板橋區中山路一段,75.45坪,100000,5 / 37,板橋區
717,2023/07/04,整層住家,電梯大樓,新北市五股區水碓一路,42.72坪,28000,7 / 7,五股區
718,2023/07/03,車位,,新北市中和區景新街,3坪,3200,,中和區
719,2023/07/01,整層住家,電梯大樓,新北市三峽區民生街,18坪,23000,8 / 15,三峽區
720,2023/07/01,廠辦,,新北市泰山區中港南路,75坪,56000,1 / ,泰山區
721,2023/07/01,廠辦,,新北市泰山區中港西路,87坪,58000,1 / ,泰山區
722,2023/07/01,廠辦,,新北市泰山區中港西路,280坪,110000,1 / ,泰山區
723,2023/07/01,整層住家,無電梯公寓,新北市新莊區建中街,30.64坪,26000,3 / 4,新莊區
724,2023/07/01,整層住家,電梯大樓,新北市三峽區中園街,9.39坪,15000,3 / 4,三峽區
725,2023/07/01,獨立套房,電梯大樓,新北市八里區中山路二段,11.72坪,10000,10 / 14,八里區
726,2023/07/01,獨立套房,電梯大樓,新北市八里區中山路二段,11.72坪,10000,10 / 14,八里區
727,2023/07/01,獨立套房,電梯大樓,新北市八里區中山路二段,11.72坪,10000,10 / 14,八里區
728,2023/07/01,獨立套房,電梯大樓,新北市八里區中山路二段,11.72坪,10000,10 / 14,八里區
729,2023/07/01,獨立套房,無電梯公寓,新北市板橋區中正路,10坪,11000,4 / 4,板橋區
730,2023/06/30,整層住家,電梯大樓,新北市淡水區中正東路二段,11.28坪,15000,24 / 33,淡水區
731,2023/06/30,整層住家,無電梯公寓,新北市新莊區中港路,32.71坪,19000,5 / 5,新莊區
732,2023/06/30,獨立套房,無電梯公寓,新北市板橋區中正路,10坪,11000,4 / 4,板橋區
733,2023/06/29,分租套房,透天厝,新北市永和區中和路,8坪,7500,3 / 3,永和區
734,2023/06/29,整層住家,電梯大樓,新北市新莊區民安西路,19.38坪,22000,2 / 7,新莊區
735,2023/06/29,廠辦,,新北市土城區承天路,100坪,65000,2 / ,土城區
736,2023/06/29,辦公,電梯大樓,新北市三重區重新路三段,48.5坪,38000,10 / 12,三重區
737,2023/06/29,辦公,電梯大樓,新北市板橋區縣民大道二段,42坪,50000,3 / 14,板橋區
738,2023/06/29,辦公,電梯大樓,新北市三重區重新路五段,94坪,50000,10 / 10,三重區
739,2023/06/29,辦公,電梯大樓,新北市三重區重新路五段,86坪,92000,8 / 10,三重區
740,2023/06/29,辦公,電梯大樓,新北市三重區福德南路,98.19坪,98000,7 / 14,三重區
741,2023/06/29,辦公,電梯大樓,新北市三重區溪尾街,180坪,205000,6 / 7,三重區
742,2023/06/29,辦公,電梯大樓,新北市三重區溪尾街,180坪,205000,6 / 7,三重區
743,2023/06/29,住辦,電梯大樓,新北市新莊區中平路,46坪,40000,4 / 7,新莊區
744,2023/06/29,車位,,新北市中和區德光路,3坪,3700,,中和區
745,2023/06/29,廠辦,,新北市泰山區明志路三段,124.76坪,69000,8 / ,泰山區
746,2023/06/28,分租套房,無電梯公寓,新北市三峽區大勇路,8坪,13000,2 / 5,三峽區
747,2023/06/28,雅房,無電梯公寓,新北市板橋區漢生東路,27坪,6500,2 / 5,板橋區
748,2023/06/28,整層住家,無電梯公寓,新北市新莊區新興街,22坪,19000,2 / 3,新莊區
749,2023/06/28,整層住家,電梯大樓,新北市新莊區榮華路一段,23.85坪,38000,5 / 17,新莊區
750,2023/06/28,辦公,透天厝,新北市中和區立德街,50坪,38000,4 / 2,中和區
